,Store,Discount,Posted_date,Comments_count,Bookmarks_count,Shares_count,year,month,day,weekday,Weekend_FLG,Event_1day,Event_7days,Event_14days,Event_1month,Discount_off,GWP
71,Lancome,['Free Deluxe Samples' 'Lancome Coupon:'],2012-08-02,0.0,0.0,0.0,2012,8,2,Thursday,False,Normal,Normal,Normal,Independence Day,0.0,False
72,Lancome,Lancome Coupon:,2012-08-10,0.0,0.0,0.0,2012,8,10,Friday,True,Normal,Normal,Normal,Labor Day,0.0,False
73,Lancome,Lancome Coupon:,2012-08-17,0.0,0.0,0.0,2012,8,17,Friday,True,Normal,Normal,Normal,Labor Day,0.0,False
74,Lancome,Lancome Coupon:,2012-08-26,0.0,0.0,0.0,2012,8,26,Sunday,False,Normal,Normal,Labor Day,Labor Day,0.0,False
75,Lancome,Lancome Coupon:,2012-08-29,0.0,0.0,0.0,2012,8,29,Wednesday,False,Normal,Labor Day,Labor Day,Labor Day,0.0,False
76,Lancome,Lancome Coupon:,2012-08-30,0.0,0.0,0.0,2012,8,30,Thursday,False,Normal,Labor Day,Labor Day,Labor Day,0.0,False
77,Lancome,Lancome Coupon:,2012-09-01,0.0,0.0,0.0,2012,9,1,Saturday,True,Normal,Labor Day,Labor Day,Labor Day,0.0,False
78,Lancome,Lancome Coupon:,2012-09-04,0.0,0.0,0.0,2012,9,4,Tuesday,False,Normal,Labor Day,Labor Day,Labor Day,0.0,False
79,Lancome,Free Chris Benz Pouch,2012-09-10,0.0,0.0,0.0,2012,9,10,Monday,False,Normal,Normal,Labor Day,Labor Day,0.0,False
80,Lancome,Lancome Coupon:,2012-09-17,0.0,0.0,0.0,2012,9,17,Monday,False,Normal,Normal,Normal,Labor Day,0.0,False
81,Lancome,Lancome Coupon:,2012-09-21,0.0,0.0,0.0,2012,9,21,Friday,True,Normal,Normal,Normal,Columbus Day,0.0,False
82,Lancome,Lancome Coupon:,2012-09-24,0.0,0.0,0.0,2012,9,24,Monday,False,Normal,Normal,Normal,Columbus Day,0.0,False
83,Lancome,Free 5 piece Gift,2012-09-26,0.0,0.0,0.0,2012,9,26,Wednesday,False,Normal,Normal,Columbus Day,Columbus Day,0.0,True
84,Lancome,Lancome Coupon:,2012-10-01,0.0,0.0,0.0,2012,10,1,Monday,False,Normal,Normal,Columbus Day,Columbus Day,0.0,False
85,Lancome,Free 7-piece fall gift,2012-10-03,0.0,0.0,0.0,2012,10,3,Wednesday,False,Normal,Columbus Day,Columbus Day,Columbus Day,0.0,False
86,Lancome,Free 6 Deluxe Samples + 2 Extra Samples,2012-10-09,0.0,0.0,0.0,2012,10,9,Tuesday,False,Normal,Columbus Day,Columbus Day,Columbus Day,0.0,True
87,Lancome,Free 6 Deluxe Samples,2012-10-12,0.0,0.0,0.0,2012,10,12,Friday,True,Normal,Columbus Day,Columbus Day,Columbus Day,0.0,True
88,Lancome,FREE 7-Day Supply,2012-10-13,0.0,0.0,0.0,2012,10,13,Saturday,True,Normal,Columbus Day,Columbus Day,Columbus Day,0.0,False
89,Lancome,"['Beauty Item Roundup:' 'Deluxe Sample Duo + Free 2-day shipping'
 'Free 2 deluxe samples']",2012-10-15,0.0,0.0,0.0,2012,10,15,Monday,False,Normal,Normal,Columbus Day,Columbus Day,0.0,False
90,Lancome,FREE,2012-10-26,0.0,0.0,0.0,2012,10,26,Friday,True,Normal,Normal,Normal,Veterans Day,0.0,False
91,Lancome,['$59.50' 'Free 8 Deluxe Samples'],2012-11-01,0.0,0.0,0.0,2012,11,1,Thursday,False,Normal,Normal,Veterans Day,Veterans Day,0.0,False
92,Lancome,Free 5 Piece Sample + Free Shipping,2012-11-04,0.0,0.0,0.0,2012,11,4,Sunday,False,Normal,Normal,Veterans Day,Veterans Day,0.0,True
93,Lancome,Free 2 Piece Samples + 2 Extra Samples + Free Shipping,2012-11-06,0.0,0.0,0.0,2012,11,6,Tuesday,False,Normal,Veterans Day,Veterans Day,Veterans Day,0.0,True
94,Lancome,Free 7 Piece Gifts,2012-11-15,0.0,0.0,0.0,2012,11,15,Thursday,False,Normal,Veterans Day (Observed),Veterans Day (Observed),Veterans Day (Observed),0.0,True
95,Lancome,4 Free Samples,2012-11-20,0.0,0.0,0.0,2012,11,20,Tuesday,False,Normal,Thanksgiving,Thanksgiving,Thanksgiving,0.0,True
96,Lancome,Dealmoon Exclusive! 20% Off Sitewide + 2 Free Genefique Samples,2012-11-25,0.0,0.0,0.0,2012,11,25,Sunday,False,Normal,Thanksgiving,Thanksgiving,Thanksgiving,0.2,True
97,Lancome,20% Off Sitewide + 1 Free Genefique Sample,2012-12-01,0.0,0.0,0.0,2012,12,1,Saturday,True,Normal,Normal,Thanksgiving,Thanksgiving,0.2,True
98,Lancome,Free deluxe sample duo ($49 value),2012-12-04,0.0,0.0,0.0,2012,12,4,Tuesday,False,Normal,Normal,Thanksgiving,Thanksgiving,0.0,False
99,Lancome,Free 5-Piece deluxe Gift,2012-12-10,0.0,0.0,0.0,2012,12,10,Monday,False,Normal,Normal,Normal,Christmas Day,0.0,True
100,Lancome,3 free deluxe samples,2012-12-12,0.0,0.0,3.0,2012,12,12,Wednesday,False,Normal,Normal,Christmas Day,Christmas Day,0.0,False
101,Lancome,Free Deluxe Samples Trio($53 Value),2012-12-14,0.0,0.0,0.0,2012,12,14,Friday,True,Normal,Normal,Christmas Day,Christmas Day,0.0,True
102,Lancome,Free 4 deluxe minis and free 2-day shipping,2012-12-19,0.0,0.0,0.0,2012,12,19,Wednesday,False,Normal,Christmas Day,Christmas Day,Christmas Day,0.0,False
103,Lancome,ONE DAY ONLY,2012-12-27,0.0,0.0,0.0,2012,12,27,Thursday,False,Normal,Christmas Day,Christmas Day,Christmas Day,0.0,False
104,Lancome,Receive 5 deluxe minis (over $100 Value),2013-01-06,0.0,0.0,0.0,2013,1,6,Sunday,False,Normal,New Year's Day,New Year's Day,New Year's Day,0.0,False
105,Lancome,$280.00$372.00,2013-01-11,0.0,0.0,0.0,2013,1,11,Friday,True,Normal,Normal,New Year's Day,New Year's Day,0.0,False
106,Lancome,3-piece sample,2013-01-15,0.0,0.0,0.0,2013,1,15,Tuesday,False,Normal,Martin Luther King Jr. Day,Martin Luther King Jr. Day,Martin Luther King Jr. Day,0.0,False
107,Lancome,7-piece sample,2013-01-31,0.0,0.0,0.0,2013,1,31,Thursday,False,Normal,Normal,Martin Luther King Jr. Day,Martin Luther King Jr. Day,0.0,False
108,Lancome,Lancome,2013-02-01,0.0,0.0,0.0,2013,2,1,Friday,True,Normal,Normal,Martin Luther King Jr. Day,Martin Luther King Jr. Day,0.0,False
109,Lancome,Free 3-Piece Gift + Free Shipping,2013-02-03,0.0,0.0,0.0,2013,2,3,Sunday,False,Normal,Normal,Martin Luther King Jr. Day,Martin Luther King Jr. Day,0.0,True
110,Lancome,Free A Deluxe Sample Duo ($25 Value),2013-02-05,0.0,0.0,0.0,2013,2,5,Tuesday,False,Normal,Normal,Washington's Birthday,Washington's Birthday,0.0,True
111,Lancome,Free,2013-02-08,0.0,0.0,0.0,2013,2,8,Friday,True,Normal,Normal,Washington's Birthday,Washington's Birthday,0.0,False
112,Lancome,Free,2013-02-14,0.0,0.0,0.0,2013,2,14,Thursday,False,Normal,Washington's Birthday,Washington's Birthday,Washington's Birthday,0.0,False
113,Lancome,Lancome Chinese New Year Special:,2013-02-15,0.0,0.0,0.0,2013,2,15,Friday,True,Normal,Washington's Birthday,Washington's Birthday,Washington's Birthday,0.0,False
114,Lancome,One Day Only!,2013-02-19,0.0,0.0,0.0,2013,2,19,Tuesday,False,Normal,Washington's Birthday,Washington's Birthday,Washington's Birthday,0.0,False
115,Lancome,FREE,2013-02-26,0.0,0.0,0.0,2013,2,26,Tuesday,False,Normal,Normal,Washington's Birthday,Washington's Birthday,0.0,False
116,Lancome,FREE Deluxe Sample duo,2013-03-08,0.0,0.0,0.0,2013,3,8,Friday,True,Normal,Normal,Normal,Washington's Birthday,0.0,True
117,Lancome,Free 7 Piece Sample + Extra three Samples + Free Shipping,2013-03-09,0.0,0.0,0.0,2013,3,9,Saturday,True,Normal,Normal,Normal,Washington's Birthday,0.0,True
118,Lancome,Free 5 Piece Sample + Extra two Samples + Free Shipping,2013-03-10,0.0,0.0,0.0,2013,3,10,Sunday,False,Normal,Normal,Normal,Washington's Birthday,0.0,True
119,Lancome,FREE,2013-03-16,0.0,0.0,0.0,2013,3,16,Saturday,True,Normal,Normal,Normal,Washington's Birthday,0.0,False
120,Lancome,Lancome GWP:,2013-03-20,0.0,0.0,0.0,2013,3,20,Wednesday,False,Normal,Normal,Normal,Normal,0.0,True
121,Lancome,Free 5 Piece deluxe Samples,2013-03-28,0.0,0.0,0.0,2013,3,28,Thursday,False,Normal,Normal,Normal,Normal,0.0,True
122,Lancome,Free 6 Piece Samples,2013-03-31,0.0,0.0,0.0,2013,3,31,Sunday,False,Normal,Normal,Normal,Normal,0.0,True
123,Lancome,Mega Lash Deluxe sample duo,2013-04-01,0.0,0.0,0.0,2013,4,1,Monday,False,Normal,Normal,Normal,Normal,0.0,False
124,Lancome,$120,2013-04-11,0.0,0.0,0.0,2013,4,11,Thursday,False,Normal,Normal,Normal,Normal,0.0,False
125,Lancome,Free 6 Piece Samples,2013-04-15,0.0,0.0,0.0,2013,4,15,Monday,False,Normal,Normal,Normal,Normal,0.0,True
126,Lancome,Free 7 Piece Samples ($148 value),2013-04-22,0.0,0.0,0.0,2013,4,22,Monday,False,Normal,Normal,Normal,Normal,0.0,True
127,Lancome,Free 7-piece Gift($148 Value),2013-04-28,0.0,0.0,0.0,2013,4,28,Sunday,False,Normal,Normal,Normal,Memorial Day,0.0,True
128,Lancome,Free 4 Piece deluxe Samples,2013-04-30,0.0,0.0,0.0,2013,4,30,Tuesday,False,Normal,Normal,Normal,Memorial Day,0.0,True
129,Lancome,Free 4 Piece deluxe Samples (a $66 Value),2013-05-10,0.0,0.0,0.0,2013,5,10,Friday,True,Normal,Normal,Normal,Memorial Day,0.0,True
130,Lancome,Free Radiant Skin Deluxe Sample Duo + Free Shipping,2013-05-14,0.0,3.0,0.0,2013,5,14,Tuesday,False,Normal,Normal,Memorial Day,Memorial Day,0.0,True
131,Lancome,20% OFF,2013-05-22,0.0,0.0,0.0,2013,5,22,Wednesday,False,Normal,Memorial Day,Memorial Day,Memorial Day,0.2,False
132,Lancome,20% Off Sitewide,2013-05-27,0.0,3.0,0.0,2013,5,27,Monday,False,Memorial Day,Memorial Day,Memorial Day,Memorial Day,0.2,False
133,Lancome,6-Piece Sample,2013-05-29,0.0,1.0,0.0,2013,5,29,Wednesday,False,Normal,Memorial Day,Memorial Day,Memorial Day,0.0,True
134,Lancome,"['One Day Only!' 'Apparel ,Beauty Sales Roundup']",2013-05-31,0.0,1.0,0.0,2013,5,31,Friday,True,Normal,Memorial Day,Memorial Day,Memorial Day,0.0,False
135,Lancome,Free 4 Deluxe Sample($30 value),2013-06-08,0.0,1.0,0.0,2013,6,8,Saturday,True,Normal,Normal,Memorial Day,Memorial Day,0.0,True
136,Lancome,One Day Only!,2013-06-10,0.0,1.0,0.0,2013,6,10,Monday,False,Normal,Normal,Normal,Memorial Day,0.0,False
137,Lancome,Free 4-Piece Sample (a $65 Value)+ Free Shipping,2013-06-13,0.0,0.0,0.0,2013,6,13,Thursday,False,Normal,Normal,Normal,Memorial Day,0.0,True
138,Lancome,FREE Deluxe Sample duo,2013-06-22,0.0,1.0,0.0,2013,6,22,Saturday,True,Normal,Normal,Independence Day,Independence Day,0.0,True
139,Lancome,Free 6 piece sample,2013-06-29,0.0,1.0,0.0,2013,6,29,Saturday,True,Normal,Independence Day,Independence Day,Independence Day,0.0,False
140,Lancome,Free Deluxe sample duo($22 Value),2013-07-05,0.0,0.0,0.0,2013,7,5,Friday,True,Normal,Independence Day,Independence Day,Independence Day,0.0,False
141,Lancome,Free Deluxe 3-pc Samples,2013-07-08,0.0,0.0,0.0,2013,7,8,Monday,False,Normal,Independence Day,Independence Day,Independence Day,0.0,True
142,Lancome,Union Pay now accepted,2013-07-11,0.0,1.0,0.0,2013,7,11,Thursday,False,Normal,Normal,Independence Day,Independence Day,0.0,False
143,Lancome,Free 7 Piece Deluxe Sample(over $127 Value),2013-07-13,0.0,3.0,0.0,2013,7,13,Saturday,True,Normal,Normal,Independence Day,Independence Day,0.0,True
144,Lancome,Free 4 Piece Deluxe Sample($94 value),2013-07-19,0.0,1.0,0.0,2013,7,19,Friday,True,Normal,Normal,Normal,Independence Day,0.0,True
145,Lancome,Free deluxe sample duo ($27 value),2013-07-22,0.0,2.0,0.0,2013,7,22,Monday,False,Normal,Normal,Normal,Independence Day,0.0,False
146,Lancome,Free 5 Deluxe samples($97 value),2013-07-23,0.0,0.0,0.0,2013,7,23,Tuesday,False,Normal,Normal,Normal,Independence Day,0.0,False
147,Lancome,Free 8 Piece Deluxe Sample($187 Value) + Free Standard Shipping,2013-07-26,0.0,4.0,0.0,2013,7,26,Friday,True,Normal,Normal,Normal,Independence Day,0.0,True
148,Lancome,DealMoon Exclusive Coupon,2013-07-29,0.0,10.0,0.0,2013,7,29,Monday,False,Normal,Normal,Normal,Independence Day,0.0,False
149,Lancome,['Free 4 Deluxe Samples' 'Free Deluxe Sample Duo (a $41 value)'],2013-08-01,0.0,9.0,0.0,2013,8,1,Thursday,False,Normal,Normal,Normal,Independence Day,0.0,False
150,Lancome,5 HOURS ONLY! 15% Off $45,2013-08-08,0.0,1.0,0.0,2013,8,8,Thursday,False,Normal,Normal,Normal,Labor Day,0.15,False
151,Lancome,Dealmoon Exclusive! Free 6 Deluxe Samples($108 value),2013-08-14,0.0,5.0,0.0,2013,8,14,Wednesday,False,Normal,Normal,Normal,Labor Day,0.0,True
152,Lancome,12 Hours Only! Free 6 Deluxe Samples($108 value),2013-08-16,0.0,2.0,0.0,2013,8,16,Friday,True,Normal,Normal,Normal,Labor Day,0.0,True
153,Lancome,Free 4 Deluxe Samples over $40 & Bonus over $70,2013-08-25,0.0,3.0,0.0,2013,8,25,Sunday,False,Normal,Normal,Labor Day,Labor Day,0.0,True
154,Lancome,Free Bronze Goddess Deluxe Sample Duo(a $36 value),2013-08-28,0.0,0.0,0.0,2013,8,28,Wednesday,False,Normal,Labor Day,Labor Day,Labor Day,0.0,True
155,Lancome,Free 6 Deluxe Samples($108 Value),2013-08-29,0.0,1.0,0.0,2013,8,29,Thursday,False,Normal,Labor Day,Labor Day,Labor Day,0.0,True
156,Lancome,HOT!,2013-08-31,0.0,8.0,0.0,2013,8,31,Saturday,True,Normal,Labor Day,Labor Day,Labor Day,0.0,False
157,Lancome,Free 7 Piece Deluxe Sample Including a Signature Cosmetic Bag (up to a $149 value),2013-09-14,0.0,9.0,0.0,2013,9,14,Saturday,True,Normal,Normal,Labor Day,Labor Day,0.0,True
158,Lancome,Free 4 Deluxe Samples (Up To $72 Value),2013-09-17,0.0,1.0,0.0,2013,9,17,Tuesday,False,Normal,Normal,Normal,Labor Day,0.0,True
159,Lancome,Up To $25 Off,2013-09-18,0.0,0.0,0.0,2013,9,18,Wednesday,False,Normal,Normal,Normal,Labor Day,0.0,False
160,Lancome,Free 4 Deluxe Samples Of Genifique + One Free Genefique Eye Sample (up to a $156 value),2013-09-19,0.0,4.0,0.0,2013,9,19,Thursday,False,Normal,Normal,Normal,Labor Day,0.0,True
161,Lancome,Lancome: Free 4 Deluxe Samples (Up To $77 Value) + 1 Extra Sample,2013-09-22,0.0,5.0,0.0,2013,9,22,Sunday,False,Normal,Normal,Normal,Labor Day,0.0,True
162,Lancome,15% Off,2013-09-24,0.0,0.0,0.0,2013,9,24,Tuesday,False,Normal,Normal,Normal,Columbus Day,0.15,False
163,Lancome,5 Piece Deluxe Sample Offer Including a Signature Cosmetic Bag,2013-09-26,0.0,1.0,0.0,2013,9,26,Thursday,False,Normal,Normal,Normal,Columbus Day,0.0,True
