Brand,Title,Description,Posted_date,End_date,Comments_count,Bookmarks_count,Shares_count
Lancome,Lancome Comforting Rehydrating Toner,Lancome offers the Lancome Comforting Rehydrating Toner for $25Buy two and get free 4 deluxe Genifique samples($156 value) + free,06/25/2014,,,8,
Lancome,select Lancome Lip Gloss +free 4 deluxe Genifique samples,Lancome offers buy one get one for free sale on select Lancome Lip Gloss Plus free 4 deluxe Genifique samples($156 value) + with orders,06/25/2014,,,2,
Lancome,+ Free Shipping with any order $49+ @ Lancome,"Lancome offers Free 5 Deluxe Samples + Free Shipping with any orders over $49 via coupon code """". Gift Including : Creme Mousse Confort,",06/23/2014,,,8,
Lancome,+ Free Shipping with any order $49+ @ Lancome,"Lancome offers Free 8 Deluxe Samples + Free Shipping with any orders over $49 via coupon code """". They also",06/20/2014,,,1,
Lancome,select Lancome Lip Gloss + free 5 pc gift with any order of $49,Lancome offers buy one get one for free sale on select Lancome Lip Gloss Get free 5 pc gift  + free shipping with $49 order with coupon,06/18/2014,,,9,
Lancome,+ Free Shipping on all orders @ Lancome,"Lancome offers Free 2 Deluxe Travel Sizes Sample + Free Shipping on all orders via coupon code """". Deal ends",06/10/2014,,,1,
Lancome,with orders over $49 @ Lancome,Lancome offers 15% off + free shipping with orders over $49 One complimentary Deluxe Sample at check out. Sign up and enter your email address on the,06/10/2014,,,,
Lancome,& Free Shipping with any order $49 @ Lancome,"Lancome offers 4 Piece Sample (A $44 Value) & Free Shipping with any order $49 via coupon code . Plus, receive a Bonus travel-size DreamTone",06/08/2014,,,3,
Lancome,with Beauty purchase @ Lancome,Lancome offers Up to $25 OFF with Beauty purchase with coupon code SHOP$10 off orders of $75-$99. $15 off orders of $100-$149. $25 off orders of,06/07/2014,,,6,
Lancome,ADVANCED GÉNIFIQUE Youth Activating Concentrate,"Lancome offers the ADVANCED GÉNIFIQUE Youth Activating Concentrate for $74 via coupon code """". Free shipping and a deluxe",06/06/2014,,,,
Lancome,Spring Skincare Set @ Lancome,Lancome offers the Spring Skincare Set as Low As $89 Free shipping on orders over $49.,06/03/2014,,,7,
Lancome,& Free Standard Shipping on any order $49 or more @ Lancome,"Today only(6/2), Lancome offers Free 5 Deluxe Samples (A $85 Value) & Free Standard Shipping on any order $49 or more via coupon code",06/03/2014,,,1,
Lancome,& Free Shipping with any order $49 @ Lancome,"Lancome offers 4 Piece Sample (A $108 Value) & Free Shipping with any order $49 via coupon code . Plus, receive a Bonus Sample with any",05/31/2014,,,,
Lancome,Sitewide @ Lancome,Extended one more day! Lancome offers 20% off sitewide during Friends & Family event Via coupon code with orders over,05/28/2014,,,49,
Lancome,Visionnaire 1 Minute Blur,Lancome offers the Visionnaire 1 Minute Blur for $44 Via coupon code FRIENDS Free shipping with orders over $49. Deal extends to 5/27.,05/27/2014,,,,
Lancome,Lancome Mascaras,"Lancome offers 20% OFF Lancome Mascaras via coupon code ""FRIENDS"", from $22. Free Shipping on orders over $49. Deal ends 5/26.",05/26/2014,05/26/2014,,3,
Lancome,Lancome Comforting Rehydrating Toner,"Lancome offers the Lancome Comforting Rehydrating Toner for $20 via coupon code """". One complimentary sample at check",05/26/2014,,,15,
Lancome,ADVANCED GÉNIFIQUE Youth Activating Concentrate,Lancome offers the ADVANCED GÉNIFIQUE Youth Activating Concentrate for $67.20 with free shipping via coupon code,05/26/2014,,,8,
Lancome,Lancome BIENFAIT AQUA VITAL CREAM,"Lancome offers the Lancome BIENFAIT AQUA VITAL CREAM for $36.80 via coupon code """". One complimentary sample at check",05/24/2014,,,,
Lancome,Lancome Bi-Facil Double-Action Eye Makeup Remover,"Lancome offers the Lancome Bi-Facil Double-Action Eye Makeup Remover for $22.40 via coupon code """". One complimentary sample at",05/24/2014,,,,
Lancome,Lancome VISIONNAIRE SKIN CORRECTOR,"Lancome offers the Lancome VISIONNAIRE for $55.2 via coupon code ""FRIENDS"". One complimentary sample at check out.",05/22/2014,,,4,
Lancome,with orders over $49 @ Lancome,"Dealmoon Exclusive!Today Only (5/18), Lancome offers the free 4 deluxe Genifique samples($156 value) + with orders over $49 via coupon",05/19/2014,,,29,
Lancome,@ Lancome,Lancome offers Free 7-Day of Lancome Genifique SampleSign up for your sample in stores or online. Deal expires 5/17.,05/16/2014,05/17/2014,,2,
Lancome,with any $49 orders @ Lancome,Lancome offers Free 4 of Marie Claire's eye essentials and a signature cosmetic bag + Free shipping with any $49 orders  with coupon code,05/05/2014,,,2,
Lancome,+ FREE SHIPPING @ Lancome,"Lancome offers Best-Selling Due Sample + FREE SHIPPING on any orders via coupon code """". Sample includes the best-selling",05/05/2014,,,14,
Lancome,with orders over $49 @ Lancome,"Still Alive！Today Only (4/30) starting from 7 pm ET, Lancome offers 15% off + free shipping with orders over $49 via coupon code",05/01/2014,,,,
Lancome,WITH ANY ORDER $60 and above + Free Standard Shipping @ Lancome,"Lancome offers 8 FREE DELUXE SAMPLES WITH ANY ORDER $60 and above + Free Standard Shipping with coupon code """". Deal expires",04/29/2014,,,11,
Lancome,@ Lancome,Lancome offers Up to $25 OFF with Beauty purchase with coupon code SHOPSAVE$10 off orders of $75-$99. $15 off orders of $100-$149. $25 off orders,04/26/2014,,,2,
Lancome,"with orders over $49 @ Lancome, a Dealmoon Exclusive","Important note:  Lancome has communicated that they will make sure everyone will receive the 4 samples (will be in a separate shipment, send out by",04/24/2014,,,31,
Lancome,plus free standard shipping with any order of $60 and above! @ Lancome,Last Day！ Lancome offers the FREE 7 Piece Gift (Up to a $160 value)-Piece Gift Plus Free Shipping with any $60 purchase. Deal expires,04/23/2014,,,49,
Lancome,with orders over $49 @ Lancome,Lancome offers free 4 pc Skincare Essentials + Free Shipping on any order of $49 or more with coupon code Receive Absolue Precious Cells Eye,04/11/2014,,,13,
Lancome,for spring plus free standard shipping with any order of $49 and above! (A $149 value.) @ Lancome,"Today only (Apr 4), Lancome offers Free 8 skincare and makeup essentials for spring plus free standard shipping with any order of $49 and above! (A $149",04/05/2014,,,11,
Lancome,with orders over $49 @ Lancome,"Today Only (4/2), Lancome offers free deluxe Absolue trio (a $120 value) + free shipping with orders over $49 via coupon code",04/03/2014,,,9,
Lancome,@ Lancome,"Today only (3/30), Lancome offers Up to $25 OFF with Beauty purchase. no code necessary. $10 off orders of $75-$99. $15 off orders of",03/31/2014,,,2,
Lancome,with orders over $49 @ Lancome,"Ending Soon! Today Only (3/29), Lancome offers 15% off + free shipping with orders over $49 via coupon code . Get an extra sample at",03/30/2014,,,7,
Lancome,With Any Order $49 and Above @ Lancome,"Today only (Mar 28), Lancome offers Free 8 Piece Deluxe Sample & Free Shipping with any order $49 and above via coupon code . (A $122",03/29/2014,,,7,
Lancome,Value Sets @ Lancome,Lancome offers Up to 40% Off Value Sets Free shipping over $49. ,03/29/2014,,,4,
Lancome,with orders over $49 @ Lancome,"Ending Soon! Today Only (3/27), Lancome offers 15% off + free shipping with orders over $49 via coupon code . One complimentary Deluxe",03/28/2014,,,17,
Lancome,With Any Order $49 and Above @ Lancome,"Today only (Mar 26), Lancome offers Free 6 Piece Sample & Free Shipping with any order $49 and above via coupon code . (A $128",03/27/2014,,,12,
Lancome,with orders over $35 @ Lancome,Lancome offers free Genifique duo + free shipping with orders over $35 via coupon code . Deal expires,03/25/2014,,,12,
Lancome,@ Lancome,Ending SOON! Lancome offers up to $25 off your purchase via code “SHOPSAVE”. Or free Genifique,03/25/2014,,,14,
Lancome,with orders over $49 @ Lancome,"Lancome offers free 4 piece sample (a $54value) + free shipping with orders over $49 via coupon code . Plus, A",03/16/2014,,,26,
Lancome,with orders over $49 @ Lancome,"Ending Soon! Dealmoon Exclusive!Today Only (3/12), Lancome offers the free 4 deluxe Genifique samples($156 value) + with",03/13/2014,,,39,
Lancome,with orders over $49 @ Lancome,"Lancome offers free 4 piece deluxe sample ($46 value) + free shipping with orders over $49 via coupon code """". Plus, get a bonus",03/13/2014,,,3,
Lancome,@ Lancome,"5 Hours Only! On March 10th, 7PM EST through 11:59pm PST, Lancome offers 15% Off Purchase of $49 + free shipping via coupon code . Not valid on any",03/11/2014,,,9,
Lancome,+ Free Shipping with $49 Purchase @ Lancome,"2 Days only! Lancome offers the Free 8 Deluxe Samples ($129 value) + Free Shipping with $49 Purchase via code Samples including:Bi-Facil,",03/08/2014,,,12,
Lancome,+ Free Shipping with any $49 orders @ Lancome,Ending Soon! Lancome offers the Free 6 Pieces Gift (5 Deluxe Samples & Cosmetics Bag) + Free Shipping with any $49 orders via code,03/04/2014,,,13,
Lancome,+ Free Shipping with any $49 orders @ Lancome,"Lancome offers the Free 4 Pieces Sample + Free Shipping with any $49 orders via coupon code Plus, A Bonus Sample with a purchase",02/28/2014,,,13,
Lancome,@ Lancome,"Ending Soon！Today Only (2/26), Lancome offers up to $25 off your purchase + a free deluxe sample. $10",02/27/2014,,,3,
Lancome,Clarisonic® Mia & Lancome High Performance Skincare Set,"Lancome offers the Clarisonic® Mia & Lancome High Performance Skincare Set ($321.00 Value) for with, including",02/27/2014,,,,
Lancome,with $60 order @ Lancome,Ending Soon! Today Only! (2/24) Lancome offers the 8 Free Deluxe Samples + Free shipping with $60 order via coupon code at,02/25/2014,,,9,
Lancome,@ Lancome,5 Hours Only! Lancome offers 15% Off Purchase of $49 + free shipping via coupon code . Not valid on any other discount offers and gift,02/22/2014,,,8,
Lancome,with orders over $49 @ Lancome,Lancome offers free 4 piece deluxe + a bonus Génifique sample + free shipping with orders over $49 via coupon code . Free RENERGIE,02/20/2014,,,17,
Lancome,With $60 Purchase @ Lancome,"Today only (2/17), Lancome offers the FREE 5-Piece Gift (A $79 value)+ Free Shipping With $60 Purchase via coupon code . PLUS Get Absolue",02/18/2014,,,2,
Lancome,+ Free Shipping with orders over $49 @ Lancome,"Today Only (2/11), Lancome offers free 5 sample (a $124 value) + free shipping with orders over $49 via coupon code . Plus,get a free bonus",02/12/2014,,,10,
Lancome,7 Free Deluxe Samples + Free Shipping with $75 order @ Lancome,"Lancome offers  6 Free Deluxe Samples ($101 Value)+ Free Shipping with $49 order via code Plus, will receive an",02/09/2014,,,7,
Lancome,with any order @ Lancome,Lancome offers the a free Deluxe Sample Duo(a $34 value) with any order Free shipping on all orders via coupon code Deal expires,02/04/2014,,,5,
Lancome,5 Hour Sale @ Lancome,"Today only (Jan 30, 7:00PM -11:59PM EST), Lancome offers 15% Off $60 , 5 Hour Sale with via coupon",01/31/2014,,,3,
Lancome,With $60 Purchase (up to a $149 value) @ Lancome,Lancome offers the FREE 7 Piece Deluxe Sample Gif with $60 Purchase (up to a $149 value). No code necessary. Get an extra ADVANCED,01/30/2014,,,30,
Lancome,at Participating Counters,Lancome offers Free Sample of Advanced Genifique at Participating Counters Enter your email address then find a store. While supplies last.,01/30/2014,,,10,
Lancome,Lancome Genifique Dual Pack ($150 value),"Lancome offers Lancome Genifique Dual Pack ($150 value) for $120.00 with free shipping. Plus, get FREE 7 Piece Deluxe Sample Gif with $60 Purchase (up",01/24/2014,,,4,
Lancome,Clarisonic® Mia & Lancome High Performance Skincare Set,"Lancome offers the Clarisonic® Mia & Lancome High Performance Skincare Set ($321.00 Value) for $230 with, including",01/23/2014,,,5,
Lancome,"$10 Off $75-$99, $15 Off $100-$149, $25 Off $150 @ Lancome","Lancome offers $10 Off $75-$99, $15 Off $100-$149, $25 Off $150 via coupon code DEALMOON with. Update: Stack code",01/20/2014,,,15,
Lancome,with any order over $49 + Up to $25 OFF on Your Order@ Lancome,"Lancome offers free 7 samples with orders over $49 via coupon code LOVE. And, use code """", get $10 Off $75-$99, $15 Off",01/16/2014,,,8,
Lancome,with any order @ Lancome,Lancome offers the a free Deluxe Sample Duo(a $32 value) with any order+Free shipping on all orders via coupon code Deal expires,01/10/2014,,,3,
Lancome,and free standard shipping with any order of $49 or more (a $75 value) @ Lancome,Lancome offers 3 free samples and free standard shipping with any order of $49 or more (a $75 value) via coupon code PLUS Receive a complimentary,01/09/2014,,,8,
Lancome,and free standard shipping with any order of $49 or more (a $52 value) @ Lancome,Lancome offers 4 free samples and free standard shipping with any order of $49 or more (a $52 value) via coupon code PLUS Receive a complimentary,01/03/2014,,,6,
Lancome,with any order @ Lancome,Lancome offers the free A Deluxe Sample Duo(a $50 value) with any order+Free shipping on all orders via coupon code,12/31/2013,,,5,
Lancome,with any $49 Order @ Lancome,Lancome offers Free 5 Deluxe Samples + Free Shipping with any $49 Order via code Plus receive a Absolue Oleo Scrum Sample with any order,12/23/2013,,,3,
Lancome,with orders over $49 @ Lancome,"Today Only (12/18), Lancome offers free 6 deluxe samples($139 value) + 3 day shipping with orders over $49 via coupon code . Cannot be used for",12/19/2013,,,2,
Lancome,with order over $49 @ Lancome,Lancome offers Free 8 Travel Size Makeup & Skincare Essentials($149 value)+ Free Shipping with order over $49 via coupon code,12/16/2013,,,4,
Lancome,with order over $49 @ Lancome,"Lancome offers Free 5 Skincare and Makeup Must Haves with order over $49($83 value)+free shipping via coupon code or Plus, get a Bonus",12/11/2013,,,5,
Lancome,with order over $49 @ Lancome,"Lancome offers Free Cosmetic Pochette($49 value) + free shipping with order over $49  via coupon code . Plus, get a free",12/09/2013,,,8,
Lancome,Sitewide @ Lancome,Ending Today!Lancome offers 20% off sitewide during Friends & Family event via code . with orders over $49. Deal,12/07/2013,,,30,
Lancome,ADVANCED GÉNIFIQUE Youth Activating Concentrate,"Lancome offers ADVANCED GÉNIFIQUE Youth Activating Concentrate for $65.60 with free shipping via coupon code(pre-order,expected",12/07/2013,,,8,
Lancome,Friends & Family Cyber Monday Sale @ Lancome,"Today Only (12/2), Lancome offers a 25% off entire site during Friends & Family Cyber Monday Sale via code and free",12/03/2013,,,39,
Lancome,Lancome VISIONNAIRE DISCOVERY SET,Lancome offers Lancome VISIONNAIRE DISCOVERY SET ($137 value) for $96 Lancome offers the entire site during Friends & Family Cyber Monday,12/03/2013,,,11,
Lancome,+ Free Shipping with any order @ Lancome,"Today Only (11/30), Lancome offers free star bronzer and definicials mascara ($32 value) + + + with any",11/30/2013,,,4,
Lancome,+ Free shipping with any Mascara or Holiday Mascara Set order @ Lancome,"Today Only (11/29),  Lancome offers the free eyelash curler + a free sample + free shipping with any mascara or holiday mascara set order via coupon",11/30/2013,,,5,
Lancome,+ Free Shipping with orders over $49 @ Lancome,"Today Only (11/28), Lancome offers the free 4 holiday travel essentials(A $54 value) + with orders over $49 via coupon code",11/29/2013,,,3,
Lancome,+Free Shipping with orders over $49 @ Lancome,"Today Only (11/27), Lancome offers the free 3 deluxe samples + free shipping with orders over $49 via coupon code FREETRIO.   DealMoon",11/27/2013,,,4,
Lancome,@ Lancome,Lancome offers 24 Holiday Gift Sets Free shipping with orders over $49.,11/27/2013,,,9,
Lancome,+Free Shipping with orders over $49 @ Lancome,"Today Only (11/26), Lancome offers the free 4 travel size makeup & skincare essentials($24 value) + with orders over $49 via",11/26/2013,,,,
Lancome,+Free Shipping with orders over $49 @ Lancome,Ending Today!Lancome offers the free 7 travel size makeup & skincare essentials ($154 value) + with orders over $49 via coupon code,11/24/2013,,,9,
Lancome,"with $49+ Order, 2 Bonus Genifique Samples over $75 @Lancome",Lancome offers Free 5 Deluxe Samples & Free Standard Shipping with $49+ Order ($72 value) with promo,11/21/2013,,,6,
Lancome,Clarisonic® Mia & Lancome High Performance Skincare Set,"Nordstrom offers Clarisonic® Mia & Lancome High Performance Skincare Set for $230.00 with free shipping, includingClarisonic® Mia",11/20/2013,,,3,
Lancome,Lancôme Beauty Box with any Lancôme purchase @ Lancome,Lancome offers Lancôme Beauty Box with any Lancôme purchase for $59.50 with free shipping They also offer Free 5 Deluxe Samples &,11/17/2013,,,4,
Lancome,of Your Purchase @ Lancome,"Sale Extended (11/18) Lancome offers 15% OFF of Your Purchase Go to Lancome Offical site, you may see a pop up banner on the right which shows a",11/16/2013,,,2,
Lancome,+Free Shipping with orders over $49 @ Lancome,"Lancome offers the free 3 piece deluxe sample + free shipping with orders over $49, 2 More gifts with $75 Purchase via coupon code",11/16/2013,,,1,
Lancome,with Your Purchase of $75 or More@ Lancome,"Today Only (11/14), Lancome offers up to $25 off with Your Purchase of $75 or More. No code needed. with orders of $75-$99. with",11/15/2013,,,,
Lancome,+Free Shipping with orders over $49 @ Lancome,"Lancome offers a $10 OFF orders of $75-$99, $15 OFF orders of $100-$149, $25 OFF orders of $150+. Plus, receive a deluxe sample at checkout. Deal is",11/14/2013,,,,
Lancome,+Free Shipping with orders over $49 @ Lancome,Lancome offers the free 8 piece deluxe sample ($153 value) + free shipping with orders over $49 via coupon code &. Update: The bounus,11/14/2013,,,15,
Lancome,with orders over $49 @ Lancome,"Today Only (11/7), Lancome offers the free deluxe samples ($86 value) + free shipping with orders over $49 via coupon code",11/08/2013,,,5,
Lancome,on an order @ Lancome,Lancome offers Free Deluxe Sample Duo  +Free shipping on an order via coupon code at checkout Deal expires 11/5.   DealMoon,11/06/2013,11/05/2013,,,
Lancome,"& Free Standard Shippin with $49+ Order, 2 Bonus Genifique Samples over $75",Lancome offers 5 Deluxe Samples  & Free Standard Shippin with $49+ Order (up to a $66 value) with promo code Plus Receive 2 Bonus Sample,11/03/2013,,,11,
Lancome,@ Lancome,Today Only! Lancome offers the Free 8 Pieces Deluxe Gifts with orders over $49 (gift worth $182) Use coupon code and at checkout Free,11/01/2013,,,3,
Lancome,Clarisonic® Mia & Lancome High Performance Skincare Set,"Lancome offers the Clarisonic® Mia & Lancome High Performance Skincare Set ($321.00 Value) for $230 with, including",10/31/2013,,,3,
Lancome,+ Bonus Sample with orders over $75 @ Lancome,Lancome offers the free 8 pieces sample with orders over $60 + bonus sample with orders over $75 Use coupon code at checkout with,10/30/2013,,,12,
Lancome,+free 8-piece gift set with orders over $60 @ Lancome,Lancome just lauched 24 Holiday Gift Sets Plus free 8 pieces sample with orders over $60 + with orders over $75 with coupon code,10/27/2013,,,4,
Lancome,Lancome 3 pieces Génifique Set @ Lancome,"Lancome offers 3 pieces Génifique Set for $97Includes: 1.0 Oz. Génifique, 0.17 Oz. Génifique Eye-Light Pearl, 1.7 Oz.",10/25/2013,,,3,
Lancome,With Any Order $49+ (up to an $85 value) @ Lancome,Lancome offers 5 Piece Deluxe Sample Offer Including a Signature Cosmetic Ba with Any Order $49+ (up to an $85 value) with coupon code,10/24/2013,,,3,
Lancome,@ Lancome,"Today only (Oct 21), Lancome offers the $10 off orders of $75-$99, $15 off orders of $100-$149, orders over $150 + . Also get free shipping",10/22/2013,,,1,
Lancome,+ Free Standard Shipping on any order $49 or more @Lancome,Lancome offers Free 5 Deluxe Samples($79 value) and Free Standard Shipping on any order $49 via code  . Samples,10/17/2013,,,1,
Lancome,+ Free Shippin with Orders Over $49 @ Lancome,"Today Only (10/11), Lancome offers the free deluxe samples of bestselling skincare regimen(a $96 value) + free shipping with orders over $49 via coupon",10/12/2013,,,1,
Lancome,15% Off Orders Plus Free Shipping on orders over $49 @ Lancome,"Tonight only (Oct 9),from 7pm EST to Midnight EST, Lancome offers 15% Off Orders Plus Free Shipping on orders over $49 with coupon code",10/10/2013,,,2,
Lancome,+ Free Shipping with orders over $49 @ Lancome,"Lancome offers the free 5 deluxe samples(up to a $49 value) + free shipping with orders over $49 via coupon code . Gift includes: Eye pencil,",10/09/2013,,,1,
Lancome,+ Free shipping with any order @ Lancome,Lancome offers free anti-aging deluxe duo($57 value) + free shipping with any order via coupon code . Dealmoon recommends: 2 IN 1 SHARPENER,10/04/2013,,,4,
Lancome,With Any Order $49+ (up to an $85 value) @ Lancome,"Today only (Sep 30)! Lancome offers 5 Piece Deluxe Sample Offer Including a Signature Cosmetic Bag with Any Order $49+ (up to an $85 value) Plus, receive",10/01/2013,,,1,
Lancome,With Any Order $49+ (up to an $85 value) @ Lancome,"12 Hours Only! Lancome offers 5 Piece Deluxe Sample Offer Including a Signature Cosmetic Ba with Any Order $49+ (up to an $85 value) Plus, receive 2 bonus",09/27/2013,,,1,
Lancome,+ Free shipping with orders over $49 @ Lancome,"From 9/24 at 11:00 am to 14:59 pm EST, Lancome offers the 15% off store wide+Free shipping on orders over $49 via coupon code",09/25/2013,,,,
Lancome,+ Free Shipping with orders over $49,"Lancome offers free 4 deluxe samples (up to $77 value) + free shipping with orders over $49 via coupon code Gift includes: Genifique Eye,",09/23/2013,,,5,
Lancome,+ Free Shipping with order over $49 @ Lancome,"Today Only (9/19), Lancome offers the free 4 deluxe samples of bestselling genifique + with orders over $49 via coupon code",09/20/2013,,,4,
Lancome,+ Deluxe Sample @ Lancome,"Today only (9/18), Lancome offers $10 Off orders of $75-$99. $15 Off orders $100-$149. $25 Off orders of $150+. No code needed. Get a deluxe sample",09/19/2013,,,,
Lancome,+ Free Shipping with orders over $49 @ Lancome,"Lancome offers free 4 deluxe samples (up to $72 value) + free shipping with orders over $49 via coupon code . Gift includes: Visionnaire serum,",09/17/2013,,,1,
Lancome,with orders over $60 @ Lancome,Lancome offers the free 7 piece deluxe sample including a signature cosmetic bag (up to a $149 value) with orders over $60. Deal expires,09/15/2013,,,9,
Lancome,Extra 2 Genefique Deluxe Samples (Dealmoon Exclusive) + Free 4 Deluxe Samples @ Lancome,Lancome offers Free 4 Deluxe Samples ($59 value) & Free Shipping on Any Order $49 and above with codeUpdate: Now use code DEALMOON and get 2,09/01/2013,,,8,
Lancome,+ Free shipping with orders over $49 @ Lancome,"Today Only (8/29), Lancome offers the free 6 deluxe samples($108 value) + free shipping with orders over $49 via coupon code and. Gift",08/29/2013,,,1,
Lancome,with any order @ Lancome,"Today Only (8/27), Lancome offers the free bronze goddess deluxe sample duo(a $36 value) + with any order via coupon code",08/28/2013,,,,
Lancome,@ Lancome,"Lancome offers Free 4 Deluxe Samples ( $60 value) & Free Shipping with order over $49 via code . Plus, get a bonus sample",08/26/2013,,,3,
Lancome,with orders over $49 @ Lancome,"12 Hours Only until Midnight EST , Lancome offers the free 6 deluxe samples ($105 value) +  with orders over $49 via coupon code",08/17/2013,,,2,
Lancome,with orders over $49 @ Lancome,"Today Only (8/13), Lancome offers the free 5 deluxe samples ($108 value) + Genifique eye cream +  with orders over $49 via",08/14/2013,,,5,
Lancome,entire site @ Lancome,5 HOURS ONLY! Lancome offers 15% Off $45 entire site plus free shipping with code . Plus choose one more free sample at check out. Offer valid,08/08/2013,,,1,
Lancome,& Free Shipping on Any Order $49 and above @ Lancome,Lancome offers Free 4 Deluxe Samples ($59 value) & Free Shipping on Any Order $49 and above with codeDeal expires 8/31 Set,08/02/2013,08/31/2013,,2,
Lancome,+Free Shipping with any order @ Lancome,"Lancome offers the free deluxe sample duo ($41 value) + free shipping with any order. Gift includes: comforting creamy foam cleaner, youth activate",08/02/2013,,,2,
Lancome,+ Free shipping with orders over $49 @ Lancome,Lancome offers the free 4 deluxe samples + free shipping with orders over $49 via coupon code .  Deal expires 8/31. Samples,08/01/2013,08/31/2013,,5,
Lancome,Free 4 Deluxe Samples Of Génifique Concentrate + Free Shipping with order over $35 @ Lancome,Lancome offers Free 4 Deluxe Samples Of Génifique Concentrate + Free Shipping with order over $35 via coupon code,07/30/2013,,,10,
Lancome,with order over $49 @ Lancome,"Today only (7/26), Lancome offers Free 8 Piece Deluxe Sample($187 Value) + Free Standard Shipping with order over $49 via coupon code and",07/27/2013,,,4,
Lancome,+ free shipping with orders over $49 @ Lancome,"Today Only (7/23), Lancome offers the free 5 deluxe samples($97 value) + free shipping with orders over $49 via coupon code",07/24/2013,,,,
Lancome,+ Free shipping with any order @ Lancome,"Today Only (7/21), Lancome offers the free deluxe sample duo ($27 value) + free shipping with any order via coupon code",07/22/2013,,,2,
Lancome,+ free shipping with orders over $49 or free 5 piece deluxe sample($145 value) + free shipping on orders over $70 @ Lancome,Lancome offers the free 4 piece deluxe sample($94 value) + free shipping with orders over $49 or ($94 value)+1 bonus deluxe,07/20/2013,,,1,
Lancome,with orders over $49 @ Lancome,"Today Only (7/13), Lancome offers the free 7 piece deluxe sample(over $127 value) + with orders over $49 via coupon code and",07/14/2013,,,3,
Lancome,@Lancome,Lancome now accepts Union Pay. You must use a U.S. residential ship-to address for any Lancome-usa.com. Shipping to a freight forwarder,07/12/2013,,,1,
Lancome,+ Free Shipping with any $49 Purchase @Lancome,Lancome offers Free Deluxe 3-pc Samples + Free Shipping with any $49 Purchase via code . Samples include: LE CRAYON,07/09/2013,,,,
Lancome,+ Free Shipping with any order @ Lancome,Lancome offers the free deluxe sample duo($22 value) + free shipping with any order via coupon code . Deal expires 7/7.,07/05/2013,07/07/2013,,,
Lancome,with orders over $49 @ Lancome,Lancome offers the free 6 piece sample + free shipping with orders over $49 via coupon,06/29/2013,,,1,
Lancome,+Free shipping on any order @Lancome,Lancome offers FREE Deluxe Sample duo +Free shipping on any order One more free sample at check out Deal expires 6/23/2013,06/23/2013,06/23/2013,,1,
Lancome,with order over $49 @ Lancome,"Today only (6/13), Lancome offers a free 4-Piece Sample (a $65 Value)+ Free Shipping with order over $49 via coupon code",06/14/2013,,,,
Lancome,Free 6-pc deluxe samples(a $84 value) + Free Shipping on orders over $49 @Lancome,"Today only (June 10), Lancome offers Free 6-pc deluxe samples(a $84 value) + Free Shipping on orders over $49 via code and",06/11/2013,,,1,
Lancome,with any order @ Lancome,Lancome offers free 4 deluxe sample ($30 value) with any order via coupon code DELUXJUN. Also offers,06/09/2013,,,1,
Lancome,Free 5-pc deluxe samples(a $97 value) + Free Shipping on orders over $49 @Lancome,"Today only (May 31st), Lancome offers Free 5-pc deluxe samples(a $97 value) + Free Shipping on orders over $49 via code",06/01/2013,,,1,
Lancome,"@ Calvin Klein, Banana Republic, Hollister, Avon and more",Apparel and beauty sales rounup: Lancome: Five deluxe samples for free on orders over $49 with via coupon code,05/31/2013,,,,
Lancome,with $49 Purchase @ Lancome,Lancome offers 6-Piece Sample ($83 value) with $49 Purchase with codes MEMORIAL and,05/30/2013,,,1,
Lancome,@ Lancome,Extended one more day!  Lancome offers 20% off any order. Offer not valid on gift set and eGift Card purchase. Free shipping on orders,05/28/2013,,,3,
Lancome,Friends & Family Sale!,Lancome offers 20% OFF Friends & Family Sale! Offer not valid on gift set and eGift Card purchase. Free shipping on orders over $49. Deal,05/22/2013,,,,
Lancome,with any order @ Lancome,Lancome offers free Radiant Skin Deluxe Sample Duo + Free Shipping with any order. One more sample at check out Samples include: Cream-to-Foam,05/15/2013,,,3,
Lancome,+ Free Shipping on orders over $49 @ Lancome,Lancome offers Free 4 Piece Samples (a $66 Value)  + Free Shipping on orders over $49 with codeDeal valid 5/31/2013,05/11/2013,,,,
Lancome,+ Free Shipping on orders over $49 @ Lancome,Lancome offers Free 4 Piece Samples + Free Shipping on orders over $49 with codeDeal valid 4/8 - 4/30/2013,05/01/2013,,,,
Lancome,with Any $60 Purchase @Lancome,Lancome offers Free 7-piece Gift($148 Value) with Any $60 Purchase. Free shipping on orders over $49. Deal ends 4/29/2013.,04/29/2013,04/29/2013,,,
Lancome,on orders over $60 @ Lancome,Lancome offers Free 7 Piece Samples ($148 value) on orders over $60 Deal expires 4/29/2013,04/22/2013,04/29/2013,,,
Lancome,on orders over $49 @ Lancome,Lancome offers Free 6 Piece Samples on orders over $49 with code APR13 and LAN13,04/15/2013,,,,
Lancome,Lancome Génifique Eye Spring Set ($150 value)+Extra 5-piece Gift @ Lancome,Lancome offers Lancome Génifique Eye Spring Set ($150 value) for $120 with free shipping. Set includes: Génifique Concentrate 1.0,04/12/2013,,,,
Lancome,plus free standard shipping with any order @ lancome,Lancome offers Mega Lash Deluxe sample duo plus free standard shipping with any order (No code needed) Deal expires 4/7/2013,04/01/2013,04/07/2013,,,
Lancome,on orders over $49 @ Lancome,Extended until 3/31/! Lancome offers Free 6 Piece Samples on orders over $49 with,04/01/2013,,,,
